OSS;NUMERO_ISCRIZIONE_RUI_PF;NUMERO_ISCRIZIONE_RUI_PG;QUALIFICA_INTERMEDIARIO;RESPONSABILE
6037;B000082805;B000167326;Amministratore Delegato;
6038;B000007206;B000615120;Responsabile dell'attività di intermediazione;
6039;B000007206;B000633572;Responsabile dell'attività di intermediazione;
6040;B000097124;B000548946;Responsabile dell'attività di intermediazione;
6041;A000170141;A000197617;Responsabile dell'attività di intermediazione;
6042;A000007872;A000653337;Responsabile dell'attività di intermediazione;
6043;A000615746;A000628168;Responsabile dell'attività di intermediazione;
6044;A000195011;A000135296;Responsabile dell'attività di intermediazione;
6045;A000005697;A000253935;Responsabile dell'attività di intermediazione;
6046;B000013897;B000115128;Responsabile dell'attività di intermediazione;
6047;B000014099;B000762006;Rappresentante Legale;
6048;A000100095;A000264887;Responsabile dell'attività di intermediazione;
6049;A000133576;A000128188;Responsabile dell'attività di intermediazione;
6050;A000070961;A000109416;Responsabile dell'attività di intermediazione;
6051;B000053125;B000014429;Rappresentante Legale;
6052;A000083409;A000742053;Responsabile dell'attività di intermediazione;
6053;A000084762;A000128111;Responsabile dell'attività di intermediazione;
6054;A000161110;A000144009;Responsabile dell'attività di intermediazione;
6055;A000050100;A000318287;Responsabile dell'attività di intermediazione;
6056;A000067463;A000079985;Responsabile dell'attività di intermediazione;
6057;A000081524;A000012675;Responsabile dell'attività di intermediazione;
6058;A000107282;A000261216;Responsabile dell'attività di intermediazione;
6059;A000007280;A000049361;Responsabile dell'attività di intermediazione;
6060;A000369952;A000520990;Responsabile dell'attività di intermediazione;
6061;A000141013;A000157864;Responsabile dell'attività di intermediazione;
6062;B000056839;B000070946;Responsabile dell'attività di intermediazione;
6063;A000008980;A000582933;Responsabile dell'attività di intermediazione;
6064;A000101589;A000157706;Responsabile dell'attività di intermediazione;
6065;B000068329;B000323054;Responsabile dell'attività di intermediazione;
6066;A000380055;A000380053;Responsabile dell'attività di intermediazione;
6067;A000571713;A000570418;Responsabile dell'attività di intermediazione;
6068;A000204718;A000538808;Responsabile dell'attività di intermediazione;
6069;B000378584;B000616552;Responsabile dell'attività di intermediazione;
6070;B000116217;B000097212;Responsabile dell'attività di intermediazione;
6071;A000190201;A000114781;Responsabile dell'attività di intermediazione;
6072;A000116642;A000610053;Responsabile dell'attività di intermediazione;
6073;B000115635;B000357171;Rappresentante Legale;
6074;A000010666;A000498377;Responsabile dell'attività di intermediazione;
6075;B000143035;B000083415;Rappresentante Legale;
6076;A000006540;A000060567;Responsabile dell'attività di intermediazione;
6077;B000127979;B000380180;Responsabile dell'attività di intermediazione;
6078;A000000895;A000669980;Responsabile dell'attività di intermediazione;
6079;B000132114;B000154864;Amministratore Delegato;
6080;B000107275;B000050558;Rappresentante Legale;
6081;B000133494;B000514298;Responsabile dell'attività di intermediazione;
6082;A000005153;A000326950;Responsabile dell'attività di intermediazione;
6083;B000134171;B000799524;Rappresentante Legale;
6084;B000073443;B000141525;Responsabile dell'attività di intermediazione;
6085;B000721439;B000114899;Rappresentante Legale;
6086;B000134226;B000050424;Responsabile dell'attività di intermediazione;
6087;B000132457;B000600486;Responsabile dell'attività di intermediazione;
6088;B000132457;B000600486;Rappresentante Legale;
6089;A000393226;A000769552;Responsabile dell'attività di intermediazione;
6090;A000129969;A000406797;Responsabile dell'attività di intermediazione;
6091;A000109036;A000791840;Responsabile dell'attività di intermediazione;
6092;A000003433;A000012186;Responsabile dell'attività di intermediazione;
6093;B000348482;B000014424;Amministratore Delegato;
6094;A000130938;A000690120;Responsabile dell'attività di intermediazione;
6095;A000049853;A000187114;Responsabile dell'attività di intermediazione;
6096;B000241353;B000114899;Responsabile dell'attività di intermediazione;
6097;B000396914;B000066743;Responsabile dell'attività di intermediazione;
6098;A000118716;A000523157;Responsabile dell'attività di intermediazione;
6099;B000396980;B000167987;Responsabile dell'attività di intermediazione;
6100;B000057401;B000683746;Rappresentante Legale;
6101;A000179319;A000179313;Responsabile dell'attività di intermediazione;
6102;A000005574;A000438463;Responsabile dell'attività di intermediazione;
6103;A000146403;A000435346;Responsabile dell'attività di intermediazione;
6104;A000805956;A000809350;Responsabile dell'attività di intermediazione;
6105;B000049502;B000418375;Rappresentante Legale;
6106;A000090964;A000329612;Responsabile dell'attività di intermediazione;
6107;A000644551;A000744888;Responsabile dell'attività di intermediazione;
6108;A000340338;A000672323;Responsabile dell'attività di intermediazione;
6109;A000140099;A000603530;Responsabile dell'attività di intermediazione;
6110;A000074031;A000055506;Responsabile dell'attività di intermediazione;
6111;B000121000;B000508311;Rappresentante Legale;
6112;A000010012;A000748233;Responsabile dell'attività di intermediazione;
6113;A000066036;A000465251;Responsabile dell'attività di intermediazione;
6114;A000743009;A000725812;Responsabile dell'attività di intermediazione;
6115;B000124389;B000320441;Rappresentante Legale;
6116;A000132751;A000132752;Responsabile dell'attività di intermediazione;
6117;B000147698;B000482879;Rappresentante Legale;
6118;A000134223;A000218010;Responsabile dell'attività di intermediazione;
6119;A000075955;A000343780;Responsabile dell'attività di intermediazione;
6120;A000084982;A000069628;Responsabile dell'attività di intermediazione;
6121;A000077607;A000429176;Responsabile dell'attività di intermediazione;
6122;A000155610;A000699608;Responsabile dell'attività di intermediazione;
6123;B000082825;B000460282;Responsabile dell'attività di intermediazione;
6124;A000371478;A000401004;Responsabile dell'attività di intermediazione;
6125;A000008021;A000173548;Responsabile dell'attività di intermediazione;
6126;A000083432;A000188335;Responsabile dell'attività di intermediazione;
6127;A000204809;A000441722;Responsabile dell'attività di intermediazione;
6128;B000097186;B000114899;Responsabile dell'attività di intermediazione;
6129;A000098242;A000593523;Responsabile dell'attività di intermediazione;
6130;A000064735;A000160891;Responsabile dell'attività di intermediazione;
6131;B000116104;B000294187;Responsabile dell'attività di intermediazione;
6132;A000002511;A000060258;Responsabile dell'attività di intermediazione;
6133;A000158148;A000465251;Responsabile dell'attività di intermediazione;
6134;A000156345;A000426562;Responsabile dell'attività di intermediazione;
6135;A000121352;A000121387;Responsabile dell'attività di intermediazione;
6136;B000013731;B000190757;Responsabile dell'attività di intermediazione;
6137;B000013188;B000055861;Responsabile dell'attività di intermediazione;
6138;A000307204;A000699634;Responsabile dell'attività di intermediazione;
6139;B000115819;B000335163;Responsabile dell'attività di intermediazione;
6140;B000115819;B000335163;Rappresentante Legale;
6141;B000013795;B000058936;Rappresentante Legale;
6142;B000117439;B000190757;Responsabile dell'attività di intermediazione;
6143;A000096553;A000776892;Responsabile dell'attività di intermediazione;
6144;A000068199;A000068213;Responsabile dell'attività di intermediazione;
6145;A000003228;A000055506;Responsabile dell'attività di intermediazione;
6146;B000187454;B000070923;Responsabile dell'attività di intermediazione;
6147;A000127889;A000101736;Responsabile dell'attività di intermediazione;
6148;A000190503;A000137110;Responsabile dell'attività di intermediazione;
6149;A000009021;A000449690;Responsabile dell'attività di intermediazione;
6150;B000066949;B000403966;Rappresentante Legale;
6151;A000086033;A000446043;Responsabile dell'attività di intermediazione;
6152;A000121200;A000451839;Responsabile dell'attività di intermediazione;
6153;A000085665;A000086149;Responsabile dell'attività di intermediazione;
6154;A000064404;A000438559;Responsabile dell'attività di intermediazione;
6155;A000428193;A000234510;Responsabile dell'attività di intermediazione;
6156;A000580792;A000349250;Responsabile dell'attività di intermediazione;
6157;A000134193;A000283895;Responsabile dell'attività di intermediazione;
6158;A000143746;A000435366;Responsabile dell'attività di intermediazione;
6159;A000188526;A000141519;Responsabile dell'attività di intermediazione;
6160;B000302909;B000729700;Amministratore Delegato;
6161;A000179766;A000367288;Responsabile dell'attività di intermediazione;
6162;A000124063;A000330566;Responsabile dell'attività di intermediazione;
6163;A000072275;A000742151;Responsabile dell'attività di intermediazione;
6164;B000430598;B000055861;Responsabile dell'attività di intermediazione;
6165;A000005843;A000074429;Responsabile dell'attività di intermediazione;
6166;A000158909;A000243124;Responsabile dell'attività di intermediazione;
6167;A000167989;A000684165;Responsabile dell'attività di intermediazione;
6168;B000167724;B000368170;Amministratore Delegato;
6169;A000076277;A000173670;Responsabile dell'attività di intermediazione;
6170;B000430772;B000014410;Responsabile dell'attività di intermediazione;
6171;A000147141;A000537056;Responsabile dell'attività di intermediazione;
6172;A000158690;A000187149;Responsabile dell'attività di intermediazione;
6173;A000130481;A000012122;Responsabile dell'attività di intermediazione;
6174;A000126854;A000559760;Responsabile dell'attività di intermediazione;
6175;B000109911;B000410042;Responsabile dell'attività di intermediazione;
6176;B000133772;B000132940;Responsabile dell'attività di intermediazione;
6177;A000010700;A000114122;Responsabile dell'attività di intermediazione;
6178;A000173010;A000780072;Responsabile dell'attività di intermediazione;
6179;A000103664;A000729610;Responsabile dell'attività di intermediazione;
6180;B000074665;B000438661;Responsabile dell'attività di intermediazione;
6181;B000204812;B000648880;Rappresentante Legale;
6182;A000053652;A000768230;Responsabile dell'attività di intermediazione;
6183;A000162915;A000484077;Responsabile dell'attività di intermediazione;
6184;A000002514;A000080462;Responsabile dell'attività di intermediazione;
6185;A000076502;A000074477;Responsabile dell'attività di intermediazione;
6186;A000085742;A000421695;Responsabile dell'attività di intermediazione;
6187;A000190752;A000623874;Responsabile dell'attività di intermediazione;
6188;A000075556;A000640135;Responsabile dell'attività di intermediazione;
6189;A000010367;A000011896;Responsabile dell'attività di intermediazione;
6190;A000115799;A000444877;Responsabile dell'attività di intermediazione;
6191;A000005892;A000700690;Responsabile dell'attività di intermediazione;
6192;B000083890;B000052525;Responsabile dell'attività di intermediazione;
6193;B000451593;B000425173;Rappresentante Legale;
6194;A000073912;A000188335;Responsabile dell'attività di intermediazione;
6195;A000010495;A000635421;Responsabile dell'attività di intermediazione;
6196;A000063484;A000691112;Responsabile dell'attività di intermediazione;
6197;A000065393;A000517128;Responsabile dell'attività di intermediazione;
